ID_produit,Nom_produit,Quantite_vendue,Prix_unitaire,Date_vente,Total_vente,TVA,Date_traitement,Total_vente_normalise,Categorie_produit,Ratio_vente_quantite
52,Robe,9.6,98.13,2024-01-15,942.0479999999999,188.40959999999998,2025-05-22 12:16:22,0.478462658958833,Luxe,98.13
3,Lunettes de soleil,3.3,61.92,29/03/2024,204.33599999999998,40.8672,2025-05-22 12:16:22,0.10378149083805932,Luxe,61.92
60,Robe,11.4,97.26,invalid_date,1108.7640000000001,221.75280000000004,2025-05-22 12:16:22,0.5631370923751567,Luxe,97.26
7,Chemise,4.5,35.39,invalid_date,159.255,31.851,2025-05-22 12:16:22,0.0808850193965583,Basique,35.39
57,Chemise,5.4,11.33,06/06/2024,61.182,12.236400000000001,2025-05-22 12:16:22,0.031074109175349158,Basique,11.33
47,Chemise,17.4,97.59,invalid_date,1698.066,339.6132,2025-05-22 12:16:22,0.8624413760738198,Luxe,97.59
8,Chemise,7.8,73.12,2023-06-19,570.336,114.06720000000001,2025-05-22 12:16:22,0.28967152317073547,Luxe,73.12
17,Chaussures,17.6,19.63,2023-07-03,345.488,69.0976,2025-05-22 12:16:22,0.175472064181835,Basique,19.63
92,Pantalon,1.2,69.02,29/12/2024,82.824,16.5648,2025-05-22 12:16:22,0.04206600010361084,Luxe,69.02
1,Robe,19.7,87.01,invalid_date,1714.097,342.81940000000003,2025-05-22 12:16:22,0.8705834610692437,Luxe,87.01
45,Lunettes de soleil,8.9,88.28,invalid_date,785.692,157.13840000000002,2025-05-22 12:16:22,0.39905003082930324,Luxe,88.28
26,Montre,8.5,60.51,2024-11-28,514.335,102.86700000000002,2025-05-22 12:16:22,0.2612288245350464,Luxe,60.510000000000005
97,Pantalon,3.1,31.87,23/07/2024,98.79700000000001,19.759400000000003,2025-05-22 12:16:22,0.05017862711576887,Basique,31.87
62,Chaussures,14.2,43.89,19/06/2024,623.2379999999999,124.6476,2025-05-22 12:16:22,0.3165402512867552,Luxe,43.89
43,Montre,11.3,68.72,2024-12-05,776.5360000000001,155.30720000000002,2025-05-22 12:16:22,0.3943997326434071,Luxe,68.72
40,Chaussures,9.2,69.06,19/08/2024,635.352,127.0704,2025-05-22 12:16:22,0.32269290661920885,Luxe,69.06
61,Chaussures,4.1,12.9,03/01/2025,52.88999999999999,10.578,2025-05-22 12:16:22,0.02686263336086131,Basique,12.9
53,Cravate,15.1,78.2,2024-07-17,1180.82,236.164,2025-05-22 12:16:22,0.5997340655165864,Luxe,78.2
67,Lunettes de soleil,19.7,60.19,2023-11-23,1185.743,237.1486,2025-05-22 12:16:22,0.6022344388203399,Luxe,60.19
22,Lunettes de soleil,6.6,72.1,13/01/2025,475.85999999999996,95.172,2025-05-22 12:16:22,0.2416875158082712,Luxe,72.1
83,Montre,2.7,26.18,24/06/2023,70.686,14.137200000000002,2025-05-22 12:16:22,0.03590115526084029,Basique,26.18
53,Pull,9.6,50.83,20/12/2024,487.96799999999996,97.5936,2025-05-22 12:16:22,0.24783712376314565,Luxe,50.83
12,Robe,7.2,74.65,2024-05-23,537.48,107.49600000000001,2025-05-22 12:16:22,0.27298408354690373,Luxe,74.65
73,Chaussures,4.1,26.1,26/01/2025,107.00999999999999,21.402,2025-05-22 12:16:22,0.054349979125463584,Basique,26.1
14,Lunettes de soleil,19.9,70.49,27/04/2024,1402.7509999999997,280.55019999999996,2025-05-22 12:16:22,0.7124519911057207,Luxe,70.49
49,Pantalon,15.4,36.35,2025-04-28,559.7900000000001,111.95800000000003,2025-05-22 12:16:22,0.28431524917898576,Basique,36.35
94,Montre,10.4,89.53,invalid_date,931.1120000000001,186.22240000000002,2025-05-22 12:16:22,0.4729083054244338,Luxe,89.53
38,Cravate,1.0,51.84,invalid_date,51.84,10.368000000000002,2025-05-22 12:16:22,0.02632934228449708,Luxe,51.84
68,Robe,15.7,79.25,invalid_date,1244.225,248.845,2025-05-22 12:16:22,0.6319372280850382,Luxe,79.25
87,Chaussures,4.9,51.34,2025-05-06,251.56600000000003,50.31320000000001,2025-05-22 12:16:22,0.12776943134918584,Luxe,51.34
40,Chemise,14.1,40.0,2023-11-14,564.0,112.80000000000001,2025-05-22 12:16:22,0.2864534924470747,Basique,40.0
20,Chaussures,6.2,96.25,2024-09-25,596.75,119.35000000000001,2025-05-22 12:16:22,0.3030870950670068,Luxe,96.25
4,Montre,18.2,19.53,2024-11-11,355.446,71.0892,2025-05-22 12:16:22,0.1805296951708208,Basique,19.53
76,Montre,7.2,83.98,06/09/2024,604.6560000000001,120.93120000000002,2025-05-22 12:16:22,0.3071025229238979,Luxe,83.98
28,Chaussures,17.9,78.14,02/11/2024,1398.706,279.7412,2025-05-22 12:16:22,0.7103975507210604,Luxe,78.14
49,Lunettes de soleil,11.4,52.74,invalid_date,601.236,120.2472,2025-05-22 12:16:22,0.3053655177037401,Luxe,52.739999999999995
50,Pull,17.0,35.96,2023-05-29,611.32,122.26400000000001,2025-05-22 12:16:22,0.31048714362188956,Basique,35.96
67,Pantalon,10.9,32.07,invalid_date,349.563,69.9126,2025-05-22 12:16:22,0.17754174145439144,Basique,32.07
80,Chemise,6.4,21.41,12/08/2023,137.024,27.4048,2025-05-22 12:16:22,0.06959397756926944,Basique,21.41
34,Cravate,10.2,40.86,2024-08-10,416.772,83.3544,2025-05-22 12:16:22,0.2116769414080713,Luxe,40.86
99,Cravate,15.0,56.8,04/09/2024,852.0,170.4,2025-05-22 12:16:22,0.43272761624983624,Luxe,56.8
71,Chemise,13.8,11.08,invalid_date,152.904,30.5808,2025-05-22 12:16:22,0.07765937022894949,Basique,11.079999999999998
80,Pantalon,2.1,95.54,invalid_date,200.63400000000001,40.1268,2025-05-22 12:16:22,0.101901258871678,Luxe,95.54
16,Pantalon,17.3,43.84,2025-01-13,758.4320000000001,151.68640000000002,2025-05-22 12:16:22,0.38520477869436137,Luxe,43.84
23,Montre,2.3,64.93,invalid_date,149.339,29.867800000000003,2025-05-22 12:16:22,0.07584872005062711,Luxe,64.93
56,Lunettes de soleil,17.0,58.61,20/09/2024,996.37,199.274,2025-05-22 12:16:22,0.5060525997686025,Luxe,58.61
83,Cravate,4.4,97.08,16/01/2024,427.15200000000004,85.43040000000002,2025-05-22 12:16:22,0.2169489046201292,Luxe,97.08
25,Chaussures,1.7,74.78,14/08/2024,127.126,25.425200000000004,2025-05-22 12:16:22,0.06456682035607593,Luxe,74.78
5,Pull,2.1,46.5,invalid_date,97.65,19.53,2025-05-22 12:16:22,0.04959607010187384,Luxe,46.5
86,Montre,18.9,76.69,2025-04-27,1449.4409999999998,289.8882,2025-05-22 12:16:22,0.7361656676347169,Luxe,76.69
5,Chaussures,10.3,52.41,2024-01-30,539.823,107.9646,2025-05-22 12:16:22,0.2741740844915908,Luxe,52.41
90,Chaussures,1.3,91.42,05/10/2023,118.846,23.7692,2025-05-22 12:16:22,0.060361439296746526,Luxe,91.42
79,Chaussures,16.9,83.6,2023-10-24,1412.8399999999997,282.5679999999999,2025-05-22 12:16:22,0.717576156505186,Luxe,83.6
16,Chaussures,7.1,78.78,01/03/2024,559.338,111.8676,2025-05-22 12:16:22,0.2840856800680175,Luxe,78.78
3,Montre,2.5,26.15,invalid_date,65.375,13.075000000000001,2025-05-22 12:16:22,0.03320371820696367,Basique,26.15
39,Pull,9.0,27.27,invalid_date,245.43,49.086000000000006,2025-05-22 12:16:22,0.12465297987816587,Basique,27.27
47,Cravate,9.8,34.88,2024-02-09,341.82400000000007,68.36480000000002,2025-05-22 12:16:22,0.17361113227345548,Basique,34.88
20,Montre,10.5,70.31,2023-08-19,738.255,147.651,2025-05-22 12:16:22,0.3749569557916935,Luxe,70.31
14,Chemise,18.6,24.22,13/11/2023,450.492,90.09840000000001,2025-05-22 12:16:22,0.2288032034033113,Basique,24.22
26,Pull,5.4,39.35,2024-12-04,212.49,42.498000000000005,2025-05-22 12:16:22,0.10792287696822501,Basique,39.35
43,Chaussures,1.6,35.25,23/03/2024,56.400000000000006,11.280000000000001,2025-05-22 12:16:22,0.028645349244707474,Basique,35.25
32,Cravate,7.2,90.26,invalid_date,649.8720000000001,129.97440000000003,2025-05-22 12:16:22,0.3300675603609315,Luxe,90.26
1,Lunettes de soleil,19.6,99.21,11/12/2023,1944.516,388.9032,2025-05-22 12:16:22,0.9876124101404538,Luxe,99.21
68,Lunettes de soleil,10.1,50.72,2024-08-18,512.2719999999999,102.45439999999999,2025-05-22 12:16:22,0.26018103454405644,Luxe,50.71999999999999
97,Robe,14.3,80.89,invalid_date,1156.727,231.34540000000004,2025-05-22 12:16:22,0.5874973208472117,Luxe,80.89
20,Cravate,10.9,36.39,19/06/2023,396.651,79.3302,2025-05-22 12:16:22,0.20145756069614296,Basique,36.39
45,Lunettes de soleil,9.4,36.24,2024-01-13,340.656,68.1312,2025-05-22 12:16:22,0.17301790943803314,Basique,36.24
46,Robe,9.7,65.68,invalid_date,637.096,127.4192,2025-05-22 12:16:22,0.3235786777022367,Luxe,65.68
69,Robe,4.5,85.54,2024-03-05,384.93,76.986,2025-05-22 12:16:22,0.1955045085951285,Luxe,85.54
48,Montre,11.3,58.03,2024-08-20,655.739,131.14780000000002,2025-05-22 12:16:22,0.33304738773714954,Luxe,58.03
16,Pull,10.7,86.08,invalid_date,921.0559999999999,184.2112,2025-05-22 12:16:22,0.46780090060165397,Luxe,86.08
8,Chaussures,7.1,42.16,27/08/2024,299.33599999999996,59.8672,2025-05-22 12:16:22,0.15203163584244245,Luxe,42.16
82,Pantalon,10.8,78.82,invalid_date,851.256,170.2512,2025-05-22 12:16:22,0.4323497414300124,Luxe,78.82
100,Montre,8.8,19.22,invalid_date,169.136,33.8272,2025-05-22 12:16:22,0.08590354237327735,Basique,19.22
29,Cravate,16.1,47.56,2025-02-24,765.7160000000001,153.14320000000004,2025-05-22 12:16:22,0.38890429507553953,Luxe,47.56
9,Robe,13.7,80.41,invalid_date,1101.617,220.3234,2025-05-22 12:16:22,0.5595071577820374,Luxe,80.41
45,Pull,4.1,55.44,2023-12-23,227.30399999999997,45.4608,2025-05-22 12:16:22,0.11544685221132954,Luxe,55.44
75,Chemise,11.0,96.78,invalid_date,1064.58,212.916,2025-05-22 12:16:22,0.5406962038817495,Luxe,96.77999999999999
89,Pantalon,15.1,15.82,04/10/2023,238.882,47.7764,2025-05-22 12:16:22,0.12132727514670585,Basique,15.82
64,Cravate,12.9,12.68,2023-08-18,163.572,32.714400000000005,2025-05-22 12:16:22,0.08307760756481011,Basique,12.68
11,Pantalon,17.5,40.38,invalid_date,706.6500000000001,141.33,2025-05-22 12:16:22,0.3589048943931301,Luxe,40.38
74,Pantalon,16.4,72.18,13/08/2023,1183.752,236.7504,2025-05-22 12:16:22,0.6012232173603006,Luxe,72.18
64,Pantalon,17.0,35.86,30/04/2024,609.62,121.924,2025-05-22 12:16:22,0.3096237199744427,Basique,35.86
74,Lunettes de soleil,16.3,74.59,invalid_date,1215.817,243.16340000000002,2025-05-22 12:16:22,0.617508911039938,Luxe,74.59
88,Cravate,8.7,23.5,2024-08-28,204.45,40.89,2025-05-22 12:16:22,0.10383939101206457,Basique,23.5
86,Pantalon,8.5,31.24,invalid_date,265.53999999999996,53.108,2025-05-22 12:16:22,0.13486677373119896,Basique,31.239999999999995
86,Robe,10.4,31.43,08/10/2024,326.872,65.37440000000001,2025-05-22 12:16:22,0.16601706734602875,Basique,31.43
43,Lunettes de soleil,16.3,94.2,2025-04-02,1535.46,307.09200000000004,2025-05-22 12:16:22,0.7798543962992648,Luxe,94.2
3,Chemise,17.0,72.16,15/11/2023,1226.72,245.34400000000002,2025-05-22 12:16:22,0.6230465039976516,Luxe,72.16
89,Chemise,15.5,66.71,2023-12-05,1034.0049999999999,206.801,2025-05-22 12:16:22,0.5251672756342862,Luxe,66.71
64,Pantalon,17.1,21.13,2024-10-13,361.32300000000004,72.26460000000002,2025-05-22 12:16:22,0.1835146015096709,Basique,21.13
13,Pull,1.5,45.48,27/07/2024,68.22,13.644,2025-05-22 12:16:22,0.03464868307577914,Luxe,45.48
78,Chaussures,7.8,84.88,09/09/2024,662.064,132.4128,2025-05-22 12:16:22,0.336259831601915,Luxe,84.88
87,Cravate,13.3,93.76,12/05/2025,1247.008,249.40160000000003,2025-05-22 12:16:22,0.633350703385535,Luxe,93.75999999999999
87,Lunettes de soleil,16.3,21.26,2024-10-13,346.53800000000007,69.30760000000002,2025-05-22 12:16:22,0.17600535525819927,Basique,21.26
15,Chemise,14.2,87.31,09/09/2023,1239.802,247.9604,2025-05-22 12:16:22,0.6296908029128867,Luxe,87.31
27,Robe,14.1,70.04,2023-09-19,987.5640000000001,197.51280000000003,2025-05-22 12:16:22,0.5015800652748279,Luxe,70.04
7,Montre,16.2,97.72,invalid_date,1583.0639999999999,316.6128,2025-05-22 12:16:22,0.8040322900128295,Luxe,97.72
83,Pull,7.4,21.07,18/08/2023,155.918,31.183600000000002,2025-05-22 12:16:22,0.07919016956624644,Basique,21.07
8,Lunettes de soleil,15.4,91.23,invalid_date,1404.942,280.9884,2025-05-22 12:16:22,0.7135647918184008,Luxe,91.23
81,Pull,3.4,50.39,31/01/2024,171.326,34.2652,2025-05-22 12:16:22,0.08701583518969419,Luxe,50.39
92,Chaussures,14.6,19.47,22/12/2024,284.262,56.8524,2025-05-22 12:16:22,0.14437560757090487,Basique,19.47
72,Pantalon,4.7,96.16,10/04/2024,451.952,90.3904,2025-05-22 12:16:22,0.2295447319475892,Luxe,96.16
82,Cravate,18.4,34.22,2024-04-24,629.6479999999999,125.9296,2025-05-22 12:16:22,0.319795866333893,Basique,34.22
89,Chaussures,13.3,64.79,2024-07-07,861.7070000000001,172.34140000000002,2025-05-22 12:16:22,0.43765776527675787,Luxe,64.79
36,Montre,4.2,69.39,2023-09-12,291.438,58.2876,2025-05-22 12:16:22,0.14802027115565702,Luxe,69.39
76,Chaussures,15.2,33.37,invalid_date,507.22399999999993,101.44479999999999,2025-05-22 12:16:22,0.2576171742074025,Basique,33.37
51,Cravate,7.4,99.12,invalid_date,733.488,146.69760000000002,2025-05-22 12:16:22,0.37253581430499993,Luxe,99.12
16,Pantalon,19.5,43.97,2025-04-06,857.415,171.483,2025-05-22 12:16:22,0.43547787451508607,Luxe,43.97
2,Pantalon,12.3,91.39,invalid_date,1124.097,224.8194,2025-05-22 12:16:22,0.570924665778864,Luxe,91.38999999999999
44,Robe,8.0,56.59,2024-08-23,452.72,90.54400000000001,2025-05-22 12:16:22,0.22993479627772992,Luxe,56.59
31,Chemise,9.0,97.89,2024-02-19,881.01,176.202,2025-05-22 12:16:22,0.4474616868453853,Luxe,97.89
6,Montre,5.2,67.49,05/07/2023,350.948,70.1896,2025-05-22 12:16:22,0.17824517777892904,Luxe,67.49
52,Chaussures,16.7,42.65,20/07/2023,712.255,142.451,2025-05-22 12:16:22,0.3617516529483886,Luxe,42.65
23,Pull,17.1,26.07,2024-09-10,445.797,89.1594,2025-05-22 12:16:22,0.22641863044756838,Basique,26.07
34,Pantalon,1.4,44.1,15/03/2024,61.739999999999995,12.347999999999999,2025-05-22 12:16:22,0.031357515290217006,Luxe,44.1
80,Lunettes de soleil,17.7,20.66,2024-07-25,365.68199999999996,73.1364,2025-05-22 12:16:22,0.18572852132097725,Basique,20.66
52,Chemise,10.0,87.89,2024-04-27,878.9,175.78,2025-05-22 12:16:22,0.44639002573002473,Luxe,87.89
57,Montre,17.2,43.72,03/05/2025,751.9839999999999,150.39679999999998,2025-05-22 12:16:22,0.38192986358922165,Luxe,43.72
90,Robe,8.4,47.35,invalid_date,397.74,79.548,2025-05-22 12:16:22,0.20201065972677215,Luxe,47.35
94,Lunettes de soleil,9.7,72.87,16/08/2024,706.8389999999999,141.3678,2025-05-22 12:16:22,0.3590008867868756,Luxe,72.87
10,Chemise,13.9,49.66,2024-03-09,690.274,138.0548,2025-05-22 12:16:22,0.3505875851869008,Luxe,49.66
92,Chemise,18.0,49.79,invalid_date,896.22,179.24400000000003,2025-05-22 12:16:22,0.4551867890087186,Luxe,49.79
99,Lunettes de soleil,15.6,43.72,2024-10-23,682.0319999999999,136.4064,2025-05-22 12:16:22,0.34640150418557314,Luxe,43.72
12,Chemise,9.0,40.34,invalid_date,363.06000000000006,72.61200000000001,2025-05-22 12:16:22,0.18439681731885632,Luxe,40.34
86,Pantalon,5.2,81.72,invalid_date,424.944,84.98880000000001,2025-05-22 12:16:22,0.2158274696709747,Luxe,81.72
25,Chemise,13.1,94.44,2024-07-03,1237.164,247.43280000000001,2025-05-22 12:16:22,0.6283509725705545,Luxe,94.44
76,Pantalon,8.8,99.32,25/04/2024,874.016,174.8032,2025-05-22 12:16:22,0.44390946038053625,Luxe,99.32
19,Robe,5.7,11.11,invalid_date,63.327,12.6654,2025-05-22 12:16:22,0.032163546659921806,Basique,11.11
92,Lunettes de soleil,8.6,56.67,19/01/2025,487.36199999999997,97.4724,2025-05-22 12:16:22,0.247529338627644,Luxe,56.67
56,Chaussures,4.4,73.36,28/02/2025,322.78400000000005,64.55680000000001,2025-05-22 12:16:22,0.16394078742205068,Luxe,73.36
24,Pantalon,9.6,26.71,invalid_date,256.416,51.2832,2025-05-22 12:16:22,0.13023272822572537,Basique,26.71
58,Pantalon,10.2,31.9,invalid_date,325.37999999999994,65.076,2025-05-22 12:16:22,0.16525928612132829,Basique,31.899999999999995
76,Cravate,15.1,61.56,23/06/2024,929.556,185.9112,2025-05-22 12:16:22,0.47211801883888826,Luxe,61.56
99,Pull,16.2,56.78,2024-04-25,919.836,183.96720000000002,2025-05-22 12:16:22,0.4671812671605451,Luxe,56.78
92,Cravate,17.1,73.04,2024-04-08,1248.9840000000002,249.79680000000005,2025-05-22 12:16:22,0.6343543064016263,Luxe,73.04
62,Robe,18.0,29.63,invalid_date,533.34,106.668,2025-05-22 12:16:22,0.27088139301723907,Basique,29.630000000000003
84,Chemise,7.9,71.05,06/08/2023,561.295,112.259,2025-05-22 12:16:22,0.2850796330551078,Luxe,71.05
74,Chaussures,2.9,74.24,31/12/2024,215.296,43.059200000000004,2025-05-22 12:16:22,0.10934803388277552,Luxe,74.24
16,Chemise,3.4,68.74,invalid_date,233.71599999999998,46.7432,2025-05-22 12:16:22,0.1187034830509938,Luxe,68.74
22,Lunettes de soleil,19.6,32.35,invalid_date,634.0600000000001,126.81200000000001,2025-05-22 12:16:22,0.3220367046471493,Basique,32.35
69,Cravate,14.1,31.34,2024-07-21,441.894,88.37880000000001,2025-05-22 12:16:22,0.22443631133228303,Basique,31.34
36,Chemise,2.9,44.08,2025-01-27,127.832,25.5664,2025-05-22 12:16:22,0.06492539511789797,Luxe,44.08
74,Robe,11.5,90.69,01/03/2025,1042.935,208.587,2025-05-22 12:16:22,0.5297027892646983,Luxe,90.69
12,Pantalon,2.5,95.04,invalid_date,237.60000000000002,47.52000000000001,2025-05-22 12:16:22,0.1206761521372783,Luxe,95.04
87,Chaussures,10.1,46.49,invalid_date,469.549,93.9098,2025-05-22 12:16:22,0.23848218249119058,Luxe,46.49
15,Pull,18.4,84.86,01/07/2024,1561.424,312.2848,2025-05-22 12:16:22,0.7930414148770942,Luxe,84.86
59,Pull,6.7,10.46,21/01/2025,70.08200000000001,14.016400000000003,2025-05-22 12:16:22,0.035594385917865054,Basique,10.46
17,Chaussures,7.5,79.06,2024-02-13,592.95,118.59000000000002,2025-05-22 12:16:22,0.3011570892668315,Luxe,79.06
63,Pantalon,15.5,65.59,2024-09-20,1016.6450000000001,203.32900000000004,2025-05-22 12:16:22,0.5163501965050643,Luxe,65.59
61,Pantalon,14.3,26.98,2024-12-13,385.814,77.1628,2025-05-22 12:16:22,0.19595348889180086,Basique,26.98
54,Cravate,7.1,26.36,2023-10-04,187.15599999999998,37.4312,2025-05-22 12:16:22,0.09505583303621402,Basique,26.36
14,Chaussures,13.0,13.69,2023-09-03,177.97,35.594,2025-05-22 12:16:22,0.09039029796242179,Basique,13.69
93,Montre,19.8,58.02,2024-05-11,1148.796,229.75920000000002,2025-05-22 12:16:22,0.5834691955837406,Luxe,58.02
58,Pantalon,18.3,53.45,2023-06-25,978.1350000000001,195.62700000000004,2025-05-22 12:16:22,0.49679111140907706,Luxe,53.45
77,Robe,14.2,36.07,invalid_date,512.194,102.4388,2025-05-22 12:16:22,0.26014141863552653,Basique,36.07
16,Chaussures,5.3,36.27,04/12/2023,192.23100000000002,38.446200000000005,2025-05-22 12:16:22,0.09763340657197452,Basique,36.27
18,Robe,17.6,67.82,2023-06-19,1193.632,238.7264,2025-05-22 12:16:22,0.6062412324407566,Luxe,67.82
33,Cravate,16.5,39.18,invalid_date,646.47,129.294,2025-05-22 12:16:22,0.32833969727351137,Basique,39.18
19,Montre,2.8,51.35,2025-01-31,143.78,28.756,2025-05-22 12:16:22,0.07302532472347589,Luxe,51.35
73,Montre,18.9,68.28,11/04/2025,1290.492,258.0984,2025-05-22 12:16:22,0.6554360644946992,Luxe,68.28
21,Chaussures,16.5,16.25,19/12/2024,268.125,53.625,2025-05-22 12:16:22,0.1361796855715814,Basique,16.25
98,Chemise,3.5,34.09,2023-10-14,119.31500000000001,23.863000000000003,2025-05-22 12:16:22,0.060599642644189225,Basique,34.09
89,Robe,12.9,11.91,2025-01-30,153.639,30.727800000000002,2025-05-22 12:16:22,0.07803267398240446,Basique,11.91
10,Pull,3.2,90.6,2024-04-20,289.92,57.98400000000001,2025-05-22 12:16:22,0.14724928462811332,Luxe,90.6
92,Pantalon,16.0,80.0,09/08/2023,1280.0,256.0,2025-05-22 12:16:22,0.6501072169011625,Luxe,80.0
74,Cravate,14.4,42.55,2024-11-07,612.72,122.54400000000001,2025-05-22 12:16:22,0.3111981983903752,Luxe,42.550000000000004
27,Cravate,2.1,20.55,29/04/2025,43.155,8.631,2025-05-22 12:16:22,0.021918263238570053,Basique,20.55
83,Chemise,6.4,15.4,invalid_date,98.56,19.712000000000003,2025-05-22 12:16:22,0.05005825570138951,Basique,15.4
31,Robe,4.1,15.88,26/04/2024,65.108,13.021600000000001,2025-05-22 12:16:22,0.03306810990468819,Basique,15.880000000000003
25,Cravate,13.1,31.63,invalid_date,414.35299999999995,82.8706,2025-05-22 12:16:22,0.21044834034738075,Basique,31.629999999999995
97,Lunettes de soleil,14.8,73.24,27/02/2024,1083.952,216.7904,2025-05-22 12:16:22,0.5505351702925382,Luxe,73.24
76,Chemise,6.5,71.41,invalid_date,464.16499999999996,92.833,2025-05-22 12:16:22,0.23574766901010005,Luxe,71.41
12,Cravate,17.8,79.19,invalid_date,1409.582,281.9164,2025-05-22 12:16:22,0.7159214304796675,Luxe,79.19
58,Robe,17.7,65.86,invalid_date,1165.722,233.14440000000002,2025-05-22 12:16:22,0.5920658477347319,Luxe,65.86
32,Chemise,3.9,36.16,invalid_date,141.02399999999997,28.204799999999995,2025-05-22 12:16:22,0.07162556262208557,Basique,36.16
47,Lunettes de soleil,19.6,14.87,invalid_date,291.452,58.290400000000005,2025-05-22 12:16:22,0.14802738170334187,Basique,14.87
55,Robe,5.8,17.52,11/11/2024,101.616,20.3232,2025-05-22 12:16:22,0.05161038668174103,Basique,17.52
53,Robe,10.9,98.94,invalid_date,1078.446,215.6892,2025-05-22 12:16:22,0.5477386934673367,Luxe,98.93999999999998
58,Pantalon,1.7,47.82,invalid_date,81.294,16.2588,2025-05-22 12:16:22,0.04128891882090867,Luxe,47.82
49,Cravate,7.6,97.46,21/10/2024,740.6959999999999,148.1392,2025-05-22 12:16:22,0.3761967305701745,Luxe,97.46
37,Pantalon,19.9,18.07,invalid_date,359.59299999999996,71.9186,2025-05-22 12:16:22,0.1826359409743279,Basique,18.07
53,Pantalon,10.4,67.02,invalid_date,697.008,139.4016,2025-05-22 12:16:22,0.3540077586233168,Luxe,67.02
23,Lunettes de soleil,18.2,49.37,invalid_date,898.5339999999999,179.7068,2025-05-22 12:16:22,0.4563620609617727,Luxe,49.37
21,Pull,4.9,12.31,invalid_date,60.31900000000001,12.063800000000002,2025-05-22 12:16:22,0.030635794700204083,Basique,12.31
99,Chaussures,1.5,61.46,invalid_date,92.19,18.438,2025-05-22 12:16:22,0.046822956504779814,Luxe,61.46
11,Chaussures,12.9,19.98,2024-09-08,257.742,51.54840000000001,2025-05-22 12:16:22,0.13090619867073391,Basique,19.98
24,Robe,1.2,69.37,2024-05-27,83.244,16.6488,2025-05-22 12:16:22,0.042279316534156536,Luxe,69.37
28,Chemise,7.2,17.51,18/07/2023,126.07200000000002,25.214400000000005,2025-05-22 12:16:22,0.06403149769465888,Basique,17.51
37,Cravate,11.0,60.49,invalid_date,665.39,133.078,2025-05-22 12:16:22,0.3379490945733316,Luxe,60.49
52,Chemise,18.0,40.37,2023-09-24,726.66,145.332,2025-05-22 12:16:22,0.36906789861984274,Luxe,40.37
39,Montre,10.4,85.88,2025-05-21,893.1519999999999,178.6304,2025-05-22 12:16:22,0.4536285632732086,Luxe,85.88
72,Cravate,13.5,72.55,15/06/2024,979.425,195.885,2025-05-22 12:16:22,0.49744629758861014,Luxe,72.55
59,Chaussures,17.1,92.27,01/10/2023,1577.817,315.5634,2025-05-22 12:16:22,0.801367358319798,Luxe,92.27
50,Montre,17.5,80.2,2024-10-14,1403.5,280.7,2025-05-22 12:16:22,0.7128324054068605,Luxe,80.2
78,Montre,10.9,71.3,2023-06-26,777.17,155.434,2025-05-22 12:16:22,0.3947217388742784,Luxe,71.3
29,Pantalon,2.0,61.77,2025-01-09,123.54,24.708000000000002,2025-05-22 12:16:22,0.06274550435622626,Luxe,61.77
88,Robe,16.9,77.95,2024-10-01,1317.355,263.471,2025-05-22 12:16:22,0.6690796818131491,Luxe,77.95
45,Robe,3.1,54.9,10/02/2024,170.19,34.038000000000004,2025-05-22 12:16:22,0.0864388650346944,Luxe,54.9
92,Robe,3.7,48.88,26/03/2024,180.85600000000002,36.171200000000006,2025-05-22 12:16:22,0.09185608657802864,Luxe,48.88
56,Pull,16.3,71.5,12/08/2023,1165.45,233.09000000000003,2025-05-22 12:16:22,0.5919276999511405,Luxe,71.5
98,Montre,16.9,14.92,10/09/2024,252.14799999999997,50.42959999999999,2025-05-22 12:16:22,0.12806502697437053,Basique,14.92
80,Cravate,3.2,23.77,invalid_date,76.06400000000001,15.212800000000001,2025-05-22 12:16:22,0.03863262136435158,Basique,23.77
34,Montre,17.3,48.91,2025-01-03,846.143,169.22860000000003,2025-05-22 12:16:22,0.4297528678362503,Luxe,48.91
98,Cravate,19.6,19.49,invalid_date,382.004,76.4008,2025-05-22 12:16:22,0.1940184041289935,Basique,19.49
50,Lunettes de soleil,18.5,65.07,2024-10-25,1203.7949999999998,240.759,2025-05-22 12:16:22,0.611402982163699,Luxe,65.07
68,Cravate,2.6,66.62,2023-09-03,173.21200000000002,34.6424,2025-05-22 12:16:22,0.08797372754209701,Luxe,66.62
50,Pull,2.3,97.13,invalid_date,223.39899999999997,44.6798,2025-05-22 12:16:22,0.1134635173035178,Luxe,97.13
8,Cravate,10.4,41.13,04/01/2025,427.75200000000007,85.55040000000002,2025-05-22 12:16:22,0.21725364237805164,Luxe,41.13
39,Cravate,1.4,12.37,invalid_date,17.317999999999998,3.4635999999999996,2025-05-22 12:16:22,0.008795747486167446,Basique,12.37
78,Lunettes de soleil,14.0,59.72,29/08/2023,836.0799999999999,167.216,2025-05-22 12:16:22,0.424641907739628,Luxe,59.71999999999999
8,Cravate,5.4,30.44,2024-02-09,164.376,32.8752,2025-05-22 12:16:22,0.08348595616042616,Basique,30.439999999999998
37,Chemise,7.0,99.83,invalid_date,698.81,139.762,2025-05-22 12:16:22,0.3549229876896104,Luxe,99.83
51,Montre,13.5,16.87,31/08/2024,227.745,45.54900000000001,2025-05-22 12:16:22,0.11567083446340254,Basique,16.87
